Target,Marital status,Application mode,Application order,Course,Daytime/evening attendance	=0,Daytime/evening attendance	=1,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced=0,Displaced=1,Educational special needs=0,Educational special needs=1,Debtor=0,Debtor=1,Tuition fees up to date=0,Tuition fees up to date=1,Gender=0,Gender=1,Scholarship holder=0,Scholarship holder=1,Age at enrollment,International=0,International=1,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
Graduate,-0.295,-1.011,0.207,0.44412,0,1,-0.350,0.7118,-0.126,1.182,1.025,-0.074,-0.080,0.4090,0,1,1,0,1,0,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.109,-0.072,0.418,0.349468,-0.199,-0.282,-0.106,0.744,-0.476,0.403654,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,-0.095,0.968,0.14072,0,1,-0.350,-0.9565,-0.126,-0.036,-0.213,-0.264,-0.160,-0.7927,0,1,1,0,0,1,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.512,-0.072,-0.552,-0.0634898,-0.199,-0.282,-0.561,0.744,-0.476,0.120328,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,-0.038,1.730,0.19258,0,1,-0.350,-2.0182,-0.126,-0.036,0.960,-0.150,-0.160,-1.4487,0,1,1,0,1,0,0,1,0,1,0,1,-0.299,1,0,-0.301,-0.109,-0.072,-0.228,-0.0290766,-0.199,-0.282,-0.106,0.744,-1.140,0.147747,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-0.095,1.730,0.44412,0,1,-0.350,-0.8807,-0.126,-1.190,-0.213,-0.074,-0.120,-0.4612,0,1,1,0,0,1,0,1,0,1,0,1,-0.562,1,0,-0.301,-0.109,-0.550,0.418,0.624772,-0.199,-0.282,-0.106,-0.523,0.519,0.595585,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-0.095,1.730,0.31180,0,1,-0.350,1.3185,-0.126,1.182,0.960,-0.074,-0.080,0.2639,1,0,1,0,1,0,0,1,0,1,0,1,-0.167,1,0,-0.301,0.294,-0.311,0.741,0.867631,-0.199,-0.282,0.805,0.237,1.182,0.926132,-0.199,1.740,-0.671,-0.4062
Graduate,1.356,1.163,-0.554,-0.40839,1,0,-0.350,-0.9565,-0.126,1.118,0.960,-0.074,-0.199,-0.6891,1,0,1,0,1,0,0,1,0,1,1,0,1.283,1,0,-0.301,-0.109,-0.072,0.418,0.280641,-0.199,-0.282,-0.106,-0.523,0.519,0.275701,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,-1.011,3.252,0.48289,0,1,-0.350,-1.4115,-0.126,-0.036,-0.213,-0.074,-0.080,-1.1587,0,1,1,0,1,0,0,1,0,1,1,0,-0.430,1,0,-0.301,-0.109,-0.072,0.095,0.321937,-0.199,-0.282,-0.106,-0.269,0.187,0.378064,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,1.163,-0.554,0.54977,1,0,-0.252,0.5602,-0.126,-1.062,-1.256,-0.339,-0.358,1.9835,0,1,1,0,1,0,0,1,0,1,1,0,1.547,1,0,-0.301,-2.125,-1.747,-1.521,-2.1971,1.248,-0.282,-0.561,-2.043,-1.472,-1.96349,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,1.163,-0.554,0.07093,0,1,-0.057,2.0768,-0.126,-1.062,-1.256,-0.264,-0.358,3.6893,1,0,1,0,0,1,0,1,0,1,1,0,0.097,1,0,2.241,2.310,2.082,0.418,0.315054,-0.199,3.367,2.627,1.504,1.846,0.589187,-0.199,0.313,-0.527,0.7878
Enrolled,-0.295,-0.095,-0.554,0.19258,0,1,-0.350,-0.9565,-0.126,-0.036,-0.213,-0.264,-0.278,-0.1021,1,0,1,0,1,0,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.512,-0.550,0.095,0.280641,-0.199,-0.282,-0.561,-0.016,-0.476,0.211724,-0.199,0.426,1.788,-0.7499
Graduate,1.356,1.163,-0.554,-0.40839,1,0,-0.350,-0.1982,-0.126,1.118,0.960,-0.074,-0.199,-1.1725,0,1,1,0,1,0,0,1,1,0,1,0,1.283,1,0,-0.301,-0.109,-0.311,0.418,0.0741627,-0.199,-0.282,-0.106,0.744,0.187,0.147747,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,1.335,-0.554,0.31180,0,1,-0.350,2.0768,-0.126,1.118,1.025,-0.074,-0.160,2.3495,0,1,1,0,1,0,0,1,1,0,0,1,-0.167,1,0,-0.301,0.697,-0.072,0.741,0.503638,-0.199,-0.282,0.805,-0.016,0.851,0.546962,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,1.163,-0.554,0.39420,0,1,-0.350,-0.9565,-0.126,-1.190,-0.213,-0.264,-0.239,-1.8631,1,0,1,0,1,0,0,1,1,0,0,1,0.229,1,0,-0.301,-0.512,-0.311,-0.228,-0.0290766,-0.199,-0.282,-0.561,-0.269,0.187,0.262905,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-0.095,-0.554,0.10340,0,1,-0.350,-0.6532,-0.126,-0.036,1.025,-0.264,-0.437,-0.6476,0,1,1,0,1,0,0,1,0,1,1,0,-0.430,1,0,-0.301,-0.109,0.168,0.418,0.00533646,1.248,-0.282,-0.106,-0.523,0.187,0.186133,-0.199,-1.489,0.992,0.1401
Enrolled,-0.295,-1.011,3.252,0.14072,0,1,-0.350,0.7877,-0.126,1.182,0.960,-0.074,-0.080,0.1189,0,1,1,0,1,0,0,1,0,1,1,0,-0.035,1,0,-0.301,-0.512,-0.550,-0.228,0.693599,-0.199,-0.282,-0.561,-0.776,0.187,0.685152,-0.199,-0.175,-0.454,0.8891
Enrolled,-0.295,1.392,0.207,0.12715,0,1,-0.350,-1.3357,-0.126,1.182,-0.213,-0.074,-0.199,-1.0206,0,1,1,0,0,1,0,1,0,1,1,0,-0.694,1,0,-0.301,-0.512,0.168,-0.875,-0.132316,-0.199,-0.282,-0.561,0.237,-1.472,-1.96349,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,1.163,-0.554,0.31180,0,1,-0.350,0.0369,-0.126,-1.190,-1.387,-0.264,-0.041,-1.8078,1,0,1,0,1,0,0,1,0,1,1,0,0.097,1,0,-0.301,0.294,2.322,-1.521,-2.1971,-0.199,-0.282,0.350,-0.269,-1.472,-1.96349,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-0.095,0.207,0.44412,0,1,-0.350,0.0369,5.659,-0.036,-1.387,-0.074,-0.080,-1.5178,0,1,1,0,1,0,1,0,1,0,1,0,-0.299,0,1,-0.301,-0.109,-0.550,0.418,0.693599,-0.199,-0.282,-0.106,-0.523,0.519,0.627573,-0.199,-1.001,0.124,1.5456
Dropout,-0.295,-0.210,-0.554,0.13248,0,1,-0.350,0.0369,5.659,-1.190,-1.387,-0.264,-0.278,-1.8631,1,0,1,0,1,0,0,1,1,0,1,0,0.360,0,1,-0.301,-0.109,-0.311,-0.875,0.280641,1.248,-0.282,-0.106,-0.523,-1.472,-1.96349,-0.199,-1.001,0.124,1.5456
Dropout,1.356,1.163,-0.554,0.48289,0,1,0.531,0.0369,-0.126,1.118,0.764,-0.415,-0.437,-0.7927,1,0,1,0,1,0,0,1,1,0,1,0,2.074,1,0,-0.301,-0.109,0.886,-0.552,0.418294,-0.199,-0.282,-0.106,1.504,-1.472,-1.96349,1.127,-1.489,0.992,0.1401
Graduate,1.356,1.163,-0.554,-0.40839,1,0,-0.350,0.0369,-0.126,1.118,-0.213,-0.074,-0.080,-0.8963,1,0,1,0,1,0,0,1,1,0,1,0,2.733,1,0,0.547,0.697,0.646,1.064,0.254831,-0.199,-0.282,-0.106,-0.269,0.519,0.403654,-0.199,0.426,1.788,-0.7499
Enrolled,-0.295,-0.210,-0.554,0.12715,0,1,-0.350,-0.1982,3.490,1.182,-1.256,-0.074,-0.358,0.6921,0,1,1,0,1,0,0,1,0,1,1,0,-0.562,0,1,-0.301,-0.512,0.168,0.095,0.693599,-0.199,-0.282,-0.561,0.744,-0.476,0.579591,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,2.491,0.44412,0,1,-0.350,0.1810,-0.126,1.118,-1.387,-0.226,-0.239,-0.1435,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.624772,-0.199,-0.282,-0.106,-0.523,0.519,0.595585,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,2.491,0.31180,0,1,-0.350,-0.0465,-0.126,1.118,0.960,-0.150,-0.160,-0.4612,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,0.294,-0.311,0.741,0.641979,-0.199,-0.282,0.805,0.237,1.182,0.815239,-0.199,0.313,-0.527,0.7878
Enrolled,-0.295,-1.011,-0.554,0.11067,0,1,-0.350,0.1810,-0.126,-1.190,-1.322,-0.074,-0.397,0.5056,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.512,-0.311,0.095,0.734894,2.696,-0.282,-0.561,-0.269,0.187,0.685152,-0.199,0.426,1.788,-0.7499
Dropout,-0.295,-1.011,1.730,0.31180,0,1,-0.350,-1.3357,-0.126,-1.062,-1.256,-0.339,-0.358,-1.0689,0,1,1,0,0,1,1,0,1,0,1,0,-0.562,1,0,-0.301,0.294,0.407,-0.228,0.272382,-0.199,-0.282,0.350,-0.269,-1.472,-1.96349,-0.199,0.876,-1.105,0.3472
Dropout,-0.295,1.964,-0.554,0.11067,0,1,3.663,-0.1982,-0.126,1.182,1.025,-0.074,-0.080,0.1258,1,0,1,0,1,0,0,1,1,0,1,0,-0.299,1,0,2.665,1.504,0.886,1.064,0.46131,-0.199,1.803,1.261,1.504,0.187,0.60838,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,1.730,-4.20952,0,1,-0.350,0.0369,-0.126,-1.190,-1.387,-0.074,-0.041,-1.1725,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,1.740,-0.671,-0.4062
Dropout,1.356,1.163,-0.554,-0.40839,1,0,-0.350,-0.1982,-0.126,1.118,0.960,-0.188,-0.239,-0.9308,0,1,1,0,1,0,0,1,1,0,1,0,1.679,1,0,-0.301,-0.109,-1.986,-1.521,-2.1971,-0.199,-0.282,-0.106,-2.043,-1.472,-1.96349,-0.199,-0.813,-1.467,-1.3755
Graduate,4.658,1.163,-0.554,0.07093,0,1,0.727,0.0369,-0.126,1.118,0.960,-0.074,-0.199,2.2805,1,0,1,0,1,0,0,1,1,0,1,0,2.601,1,0,5.207,4.730,2.561,4.297,0.824006,-0.199,4.930,3.082,1.504,2.841,0.76783,1.127,1.477,1.137,-1.7897
Dropout,-0.295,-0.038,-0.554,0.48289,0,1,-0.350,-0.7290,-0.126,-0.036,-0.213,-0.074,-0.160,-0.6615,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,-1.986,-1.521,-2.1971,-0.199,-0.282,-0.106,-2.043,-1.472,-1.96349,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,1.849,-0.554,0.10340,0,1,-0.350,-0.1982,-0.126,-1.062,-1.387,-0.339,-0.120,-0.3300,1,0,1,0,0,1,0,1,1,0,1,0,-0.430,1,0,1.394,1.504,0.886,1.711,0.48712,-0.199,2.324,2.171,0.744,2.178,0.392022,-0.199,-0.175,-0.454,0.8891
Dropout,-0.295,-1.011,0.207,0.18483,0,1,-0.350,-0.8048,-0.126,1.118,1.025,-0.264,-0.160,-0.6062,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,-1.986,-1.521,-2.1971,-0.199,-0.282,-0.106,-2.043,-1.472,-1.96349,-0.199,1.740,-0.671,-0.4062
Dropout,-0.295,-1.011,-0.554,0.11067,0,1,-0.350,-1.4873,-0.126,-1.190,-1.387,-0.264,-0.278,-1.4004,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-0.109,1.604,-0.228,0.734894,-0.199,-0.282,-0.106,2.264,-0.145,0.579591,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,-1.011,2.491,0.31180,0,1,-0.350,-1.6390,-0.126,-1.062,-1.191,-0.264,-0.318,-1.2968,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,0.547,0.294,0.168,0.418,0.542181,-0.199,-0.282,0.350,0.491,0.187,0.397257,-0.199,0.313,-0.527,0.7878
Enrolled,-0.295,-0.095,0.207,0.48289,0,1,-0.350,0.0369,-0.126,-0.036,-1.387,-0.074,-0.318,-1.3797,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,0.294,0.886,0.418,0.211815,-0.199,-0.282,0.350,0.491,-0.476,0.531608,-0.199,1.740,-0.671,-0.4062
Graduate,-0.295,-1.011,-0.554,0.18483,0,1,-0.350,0.7118,-0.126,1.118,0.960,-0.188,-0.160,0.6299,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.072,0.418,0.664102,-0.199,-0.282,-0.106,-0.523,0.519,0.915469,-0.199,0.876,-1.105,0.3472
Enrolled,-0.295,-0.095,0.207,0.14072,0,1,-0.350,-0.7290,-0.126,-1.190,1.025,-0.264,-0.160,-0.8065,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.512,0.168,-0.552,0.48712,-0.199,-0.282,-0.561,0.744,-0.476,0.147747,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,-0.554,0.11067,0,1,-0.350,-0.1223,-0.126,-0.036,-0.213,-0.074,-0.080,0.8855,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.512,-0.550,0.095,0.569711,-0.199,-0.282,-0.561,-0.776,0.187,0.493222,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-1.011,0.968,0.44412,0,1,-0.350,1.9252,-0.126,-1.190,1.025,-0.264,-0.160,2.0733,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.418294,-0.199,-0.282,-0.106,-0.269,0.519,0.449352,-0.199,-0.288,0.124,0.7658
Dropout,-0.295,-0.095,0.207,0.31180,0,1,-0.350,-0.8048,-0.126,1.118,0.960,-0.074,-0.080,0.2777,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,0.294,-0.311,0.418,0.387322,1.248,-0.282,0.350,-0.269,0.519,0.438842,1.127,-1.489,0.992,0.1401
Enrolled,-0.295,1.392,-0.554,0.31180,0,1,-0.350,-0.1982,-0.126,1.182,1.025,-0.074,-0.239,-1.8631,1,0,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,0.294,0.646,0.418,0.201491,-0.199,-0.282,0.350,-0.269,0.851,0.531608,-0.199,0.876,-1.105,0.3472
Enrolled,-0.295,-0.095,-0.554,0.18483,0,1,-0.350,1.6218,-0.126,-0.036,0.960,-0.074,-0.160,0.9269,0,1,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,-0.301,-0.109,1.125,-0.875,-0.132316,-0.199,-0.282,-0.106,0.997,-0.145,0.0997644,-0.199,-1.489,0.992,0.1401
Enrolled,-0.295,-0.095,-0.554,0.14072,0,1,-0.350,-0.9565,-0.126,-0.036,-0.213,-0.301,-0.318,-0.9377,1,0,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-0.512,0.646,-0.552,-0.0634898,-0.199,-0.282,-0.561,0.491,-0.476,0.0837702,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-1.011,0.207,0.11067,0,1,-0.350,0.5602,-0.126,1.118,1.025,-0.074,-0.160,0.6921,1,0,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.512,0.886,0.095,0.516617,2.696,-0.282,-0.561,-0.523,0.187,0.224519,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-1.011,-0.554,0.14072,0,1,-0.350,-0.4257,-0.126,-1.126,-0.213,-0.264,-0.239,-0.3576,1,0,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.512,-0.790,0.095,0.404529,-0.199,-0.282,-0.561,-0.776,0.187,0.723539,-0.199,-0.175,-0.454,0.8891
Dropout,-0.295,-0.095,-0.554,0.19258,0,1,-0.350,0.0369,-0.126,-1.190,-1.387,-0.264,-0.239,0.2777,0,1,1,0,1,0,0,1,1,0,1,0,-0.299,1,0,-0.301,-0.109,0.886,-0.552,0.0741627,-0.199,-0.282,-0.106,0.997,-0.808,0.147747,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-1.011,0.207,0.14072,0,1,-0.350,-0.9565,-0.126,-0.036,-0.213,-0.074,-0.160,-0.5786,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.512,-0.072,0.095,0.0328669,-0.199,-0.282,-0.561,0.237,-0.145,0.19573,2.454,1.740,-0.671,-0.4062
Dropout,-0.295,-1.011,-0.554,-4.20952,0,1,-0.350,0.3327,-0.126,-1.062,-0.213,-0.339,-0.080,-0.3231,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,-0.288,0.124,0.7658
Graduate,-0.295,-1.011,-0.554,0.39420,0,1,-0.350,-0.1223,-0.126,1.182,1.025,-0.074,-0.080,0.0637,1,0,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,-0.512,-0.790,0.095,0.445824,-0.199,-0.282,-0.561,-0.776,0.187,0.761925,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-1.011,-0.554,0.11067,0,1,-0.350,-0.1982,-0.126,-0.036,1.025,-0.264,-0.160,-0.3921,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.109,1.604,0.418,0.728012,-0.199,-0.282,-0.106,1.251,0.519,0.378064,-0.199,1.477,1.137,-1.7897
Dropout,-0.295,-0.095,3.252,0.33895,0,1,-0.350,-0.8048,-0.126,-1.190,-1.387,-0.264,-0.239,-0.6822,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,0.294,0.886,0.095,0.301289,-0.199,-0.282,0.350,-2.043,-1.472,-1.96349,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,1.449,-0.554,0.11067,0,1,3.370,2.0768,-0.126,1.118,0.960,-0.074,-0.080,2.2805,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,0.123,-0.109,-0.311,0.418,0.728012,-0.199,0.239,-0.106,2.264,0.187,0.680887,-0.199,0.313,-0.527,0.7878
Enrolled,-0.295,-1.011,-0.554,0.48289,0,1,-0.350,1.0152,-0.126,-0.036,1.025,-0.074,-0.318,1.2653,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.072,0.095,0.445824,-0.199,-0.282,-0.106,-0.269,0.187,0.60838,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-0.095,0.968,0.18483,0,1,-0.350,-0.1223,-0.126,-1.190,1.090,-0.226,-0.318,-0.3023,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.311,0.418,0.48712,-0.199,-0.282,-0.106,-0.523,0.519,0.659562,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-0.095,3.252,0.31180,0,1,-0.350,-0.0465,-0.126,-1.190,0.960,-0.112,-0.080,0.0706,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,0.294,-0.311,0.741,0.583575,-0.199,-0.282,0.805,0.237,1.182,0.917602,-0.199,0.313,-0.527,0.7878
Dropout,-0.295,-1.011,0.968,0.31180,0,1,-0.350,0.4085,-0.126,-0.036,-0.213,-0.226,-0.120,-0.1435,0,1,1,0,1,0,0,1,1,0,0,1,-0.694,1,0,-0.301,0.294,0.168,0.741,0.536159,-0.199,-0.282,0.805,0.237,0.851,0.674185,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-0.095,0.207,0.10340,0,1,-0.350,-0.1982,-0.126,1.118,0.960,-0.074,-0.080,-0.2264,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.349468,-0.199,-0.282,-0.106,-0.523,0.519,0.531608,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-1.011,1.730,0.14072,0,1,-0.350,-0.5015,-0.126,-1.190,-0.213,-0.264,-0.120,-0.4750,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.512,-0.311,0.095,0.363233,-0.199,-0.282,-0.561,-0.776,0.187,0.838697,-0.199,-1.001,0.124,1.5456
Dropout,-0.295,-0.095,3.252,0.31180,0,1,-0.350,1.1668,-0.126,-1.190,-0.213,-0.301,-0.318,0.3261,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,0.294,-0.072,0.095,0.693599,-0.199,-0.282,0.350,-0.269,-1.472,-1.96349,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,1.392,-0.554,0.18483,0,1,-0.350,-0.1982,-0.126,1.182,0.960,-0.074,-0.160,0.4297,1,0,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,1.818,1.101,1.604,1.388,0.211815,-0.199,0.760,0.350,-0.016,0.851,0.28484,-0.199,-1.489,0.992,0.1401
Dropout,-0.295,-1.011,-0.554,0.39420,0,1,-0.350,-1.1840,-0.126,-1.190,1.025,-0.301,-0.080,-1.2208,1,0,1,0,0,1,1,0,1,0,0,1,-0.562,1,0,-0.301,-0.109,-0.311,0.095,0.280641,-0.199,-0.282,-0.106,0.237,-0.145,0.435643,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-0.095,-0.554,0.39420,0,1,-0.350,-0.9565,-0.126,-0.036,-0.213,-0.226,-0.239,-0.9653,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-0.512,-0.311,-0.228,0.321937,-0.199,-0.282,-0.561,-0.776,-0.145,0.243712,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-1.011,-0.554,0.44412,0,1,-0.350,1.5460,-0.126,-1.190,-1.387,4.923,6.491,2.1354,1,0,1,0,0,1,0,1,1,0,0,1,-0.694,1,0,-0.301,-0.109,-0.550,0.418,0.865664,-0.199,-0.282,-0.106,-0.523,0.519,0.883481,-0.199,-1.001,0.124,1.5456
Enrolled,-0.295,-1.011,0.207,0.31180,0,1,-0.350,-1.1840,-0.126,-0.036,-1.387,-0.264,-0.160,-1.0275,1,0,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,-0.301,0.294,0.168,0.095,0.525938,-0.199,-0.282,0.805,0.237,0.851,0.511044,-0.199,-0.175,-0.454,0.8891
Graduate,-0.295,-0.038,-0.554,0.31180,0,1,-0.350,3.4418,-0.126,-0.036,-1.387,-0.264,-0.120,3.2956,1,0,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,0.294,-0.072,0.741,1.33884,-0.199,-0.282,0.805,-0.016,1.182,1.41209,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,2.491,0.31180,0,1,-0.350,-0.2740,-0.126,1.118,0.960,-0.074,-0.080,0.1258,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,0.294,-0.311,0.418,0.418294,-0.199,-0.282,0.350,-0.269,0.519,0.467631,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-1.011,3.252,0.44412,0,1,-0.350,-1.2598,-0.126,-0.036,-1.387,-0.264,-0.278,-1.1656,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,-0.109,-0.072,0.418,0.418294,-0.199,-0.282,-0.106,0.491,0.187,0.339678,-0.199,0.313,-0.527,0.7878
Enrolled,-0.295,1.849,-0.554,0.14072,0,1,-0.350,-2.5490,-0.126,-1.062,-1.387,-0.301,-0.318,-1.8838,0,1,1,0,0,1,1,0,1,0,1,0,-0.167,1,0,-0.301,-0.512,-0.072,-1.521,-2.1971,-0.199,-0.282,-0.561,-0.269,-1.472,-1.96349,-0.199,-1.001,0.124,1.5456
Graduate,-0.295,-1.011,0.968,0.18483,0,1,-0.350,0.1810,-0.126,-1.190,-0.670,-0.074,-0.041,-0.4128,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,-0.109,-0.311,0.418,0.142989,-0.199,-0.282,-0.106,-0.523,0.519,0.243712,-0.199,0.313,-0.527,0.7878
Graduate,-0.295,-1.011,0.968,0.31180,0,1,-0.350,0.6360,-0.126,-0.036,-0.213,-0.074,-0.160,0.3261,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,0.294,0.407,0.741,0.61204,-0.199,-0.282,0.805,0.744,1.182,0.403255,-0.199,1.477,1.137,-1.7897
Graduate,-0.295,-0.095,2.491,0.48289,0,1,-0.350,-0.0465,-0.126,1.118,1.025,-0.226,-0.199,-0.5441,0,1,1,0,1,0,0,1,1,0,0,1,-0.562,1,0,-0.301,-0.109,0.407,0.095,0.280641,-0.199,-0.282,-0.106,0.237,0.187,0.109361,-0.199,-0.813,-1.467,-1.3755
Dropout,-0.295,-1.011,1.730,0.19258,0,1,-0.350,-0.0465,-0.126,-0.485,-0.213,-0.074,-0.080,-0.1573,0,1,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.512,0.407,-1.521,-2.1971,-0.199,-0.282,-0.561,0.491,-1.472,-1.96349,-0.199,-1.489,0.992,0.1401
Dropout,-0.295,-0.095,-0.554,0.19258,0,1,-0.350,-1.4873,-0.126,-1.190,0.960,-0.074,-0.041,-0.6753,0,1,1,0,1,0,0,1,1,0,1,0,-0.430,1,0,-0.301,-0.109,-0.072,0.095,0.115458,-0.199,-0.282,-0.106,0.997,-0.476,0.275701,-0.199,-1.489,0.992,0.1401
Graduate,-0.295,-1.011,-0.554,0.14072,0,1,-0.350,0.1052,-0.126,-1.062,-0.213,-0.339,-0.041,0.1258,1,0,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-0.512,0.407,0.095,0.564549,-0.199,-0.282,-0.561,0.237,0.187,0.755527,-0.199,0.876,-1.105,0.3472
Graduate,-0.295,-1.011,-0.554,0.31180,0,1,-0.350,0.2568,-0.126,-1.190,-0.213,-0.074,-0.080,0.3123,1,0,1,0,1,0,0,1,1,0,0,1,-0.430,1,0,-0.301,0.294,-0.072,0.418,0.66538,-0.199,-0.282,0.805,0.237,0.851,0.757812,-0.199,-0.175,-0.454,0.8891
Enrolled,-0.295,-1.011,-0.554,-4.20952,0,1,-0.350,0.2568,-0.126,-1.062,0.960,-0.339,-0.120,-0.3645,0,1,1,0,1,0,0,1,1,0,1,0,-0.694,1,0,-0.301,-2.529,-1.986,-1.521,-2.1971,-0.199,-0.282,-2.838,-2.043,-1.472,-1.96349,-0.199,-0.813,-1.467,-1.3755
Graduate,-0.295,-1.011,-0.554,0.11067,0,1,-0.350,-0.2740,-0.126,-1.190,1.025,-0.264,-0.160,-0.2471,1,0,1,0,1,0,0,1,1,0,1,0,-0.562,1,0,-0.301,-0.512,-0.550,0.095,0.363233,-0.199,-0.282,-0.561,-0.523,0.187,0.60838,-0.199,-1.489,0.992,0.1401
